military_group_id,unit_id
3c_gallicclient,3c_Aux_Sabean_Cavalry
3c_palmyrene_empire,3c_Aux_Sabean_Cavalry
3c_roman_empire,3c_Aux_Sabean_Cavalry
3c_gallic_empire,3c_Aux_Sabean_Spearmen
3c_gallicclient,3c_Aux_Sabean_Spearmen
3c_palmyrene_empire,3c_Aux_Sabean_Spearmen
3c_roman_empire,3c_Aux_Sabean_Spearmen
3c_gallic_empire,3c_Aux_Sarmatian_Horse_Archers
3c_gallicclient,3c_Aux_Sarmatian_Horse_Archers
3c_palmyrene_empire,3c_Aux_Sarmatian_Horse_Archers
3c_roman_empire,3c_Aux_Sarmatian_Horse_Archers
3c_gallic_empire,3c_Aux_Sarmatian_Light_Cavalry
3c_gallicclient,3c_Aux_Sarmatian_Light_Cavalry
3c_palmyrene_empire,3c_Aux_Sarmatian_Light_Cavalry
3c_roman_empire,3c_Aux_Sarmatian_Light_Cavalry
3c_gallic_empire,3c_Aux_Scutarii
3c_gallicclient,3c_Aux_Scutarii
3c_palmyrene_empire,3c_Aux_Scutarii
3c_roman_empire,3c_Aux_Scutarii
3c_gallic_empire,3c_Aux_Scutarii_Cavalry
3c_gallicclient,3c_Aux_Scutarii_Cavalry
3c_palmyrene_empire,3c_Aux_Scutarii_Cavalry
3c_roman_empire,3c_Aux_Scutarii_Cavalry
3c_gallic_empire,3c_Aux_Scythed_Chariots
3c_gallicclient,3c_Aux_Scythed_Chariots
3c_palmyrene_empire,3c_Aux_Scythed_Chariots
3c_roman_empire,3c_Aux_Scythed_Chariots
3c_gallic_empire,3c_Aux_Spear_Infantry
3c_gallicclient,3c_Aux_Spear_Infantry
3c_palmyrene_empire,3c_Aux_Spear_Infantry
3c_roman_empire,3c_Aux_Spear_Infantry
3c_gallic_empire,3c_Aux_Ste_Assault_Bireme
3c_gallicclient,3c_Aux_Ste_Assault_Bireme
3c_palmyrene_empire,3c_Aux_Ste_Assault_Bireme
3c_roman_empire,3c_Aux_Ste_Assault_Bireme
3c_gallic_empire,3c_Aux_Steppe_Cavalry
3c_gallicclient,3c_Aux_Steppe_Cavalry
3c_palmyrene_empire,3c_Aux_Steppe_Cavalry
3c_roman_empire,3c_Aux_Steppe_Cavalry
3c_gallic_empire,3c_Aux_Steppe_Warriors
3c_gallicclient,3c_Aux_Steppe_Warriors
3c_palmyrene_empire,3c_Aux_Steppe_Warriors
3c_roman_empire,3c_Aux_Steppe_Warriors
3c_gallic_empire,3c_Aux_Swordsmen
3c_gallicclient,3c_Aux_Swordsmen
3c_palmyrene_empire,3c_Aux_Swordsmen
3c_roman_empire,3c_Aux_Swordsmen
3c_gallic_empire,3c_Aux_Syrian_Archers
3c_gallicclient,3c_Aux_Syrian_Archers
3c_palmyrene_empire,3c_Aux_Syrian_Archers
3c_roman_empire,3c_Aux_Syrian_Archers
3c_gallic_empire,3c_Aux_Thr_Assault_Bireme
3c_gallicclient,3c_Aux_Thr_Assault_Bireme
3c_palmyrene_empire,3c_Aux_Thr_Assault_Bireme
3c_roman_empire,3c_Aux_Thr_Assault_Bireme
3c_gallic_empire,3c_Aux_Thr_Missile_Trireme
3c_gallicclient,3c_Aux_Thr_Missile_Trireme
3c_palmyrene_empire,3c_Aux_Thr_Missile_Trireme
3c_roman_empire,3c_Aux_Thr_Missile_Trireme
3c_gallic_empire,3c_Aux_Thracian_Cavalry
3c_gallicclient,3c_Aux_Thracian_Cavalry
3c_palmyrene_empire,3c_Aux_Thracian_Cavalry
3c_roman_empire,3c_Aux_Thracian_Cavalry
3c_gallic_empire,3c_Aux_Thracian_Heroic_Riders
3c_gallicclient,3c_Aux_Thracian_Heroic_Riders
3c_palmyrene_empire,3c_Aux_Thracian_Heroic_Riders
3c_roman_empire,3c_Aux_Thracian_Heroic_Riders
3c_gallic_empire,3c_Aux_Thracian_Horse_Skirmishers
3c_gallicclient,3c_Aux_Thracian_Horse_Skirmishers
3c_palmyrene_empire,3c_Aux_Thracian_Horse_Skirmishers
3c_roman_empire,3c_Aux_Thracian_Horse_Skirmishers
3c_gallic_empire,3c_Aux_Thracian_Light_Cavalry
3c_gallicclient,3c_Aux_Thracian_Light_Cavalry
3c_palmyrene_empire,3c_Aux_Thracian_Light_Cavalry
3c_roman_empire,3c_Aux_Thracian_Light_Cavalry
3c_gallic_empire,3c_Aux_Thracian_Slingers
3c_gallicclient,3c_Aux_Thracian_Slingers
3c_palmyrene_empire,3c_Aux_Thracian_Slingers
3c_roman_empire,3c_Aux_Thracian_Slingers
3c_gallic_empire,3c_Aux_Thracian_Warriors
3c_gallicclient,3c_Aux_Thracian_Warriors
3c_palmyrene_empire,3c_Aux_Thracian_Warriors
3c_roman_empire,3c_Aux_Thracian_Warriors
3c_caledones,3c_Bri_Ballista
3c_celtic,3c_Bri_Ballista
3c_caledones,3c_Bri_Ballista_Bastion
3c_celtic,3c_Bri_Ballista_Bastion
3c_caledones,3c_Bri_Cheiroballistra
3c_celtic,3c_Bri_Cheiroballistra
3c_caledones,3c_Bri_Giant_Ballista
3c_celtic,3c_Bri_Giant_Ballista
3c_caledones,3c_Bri_Large_Onager
3c_celtic,3c_Bri_Large_Onager
3c_caledones,3c_Bri_Onager
3c_celtic,3c_Bri_Onager
3c_caledones,3c_Bri_Onager_Bastion
3c_celtic,3c_Bri_Onager_Bastion
3c_caledones,3c_Bri_Scorpion
3c_celtic,3c_Bri_Scorpion
3c_caledones,3c_Bri_Scorpion_Bastion
3c_celtic,3c_Bri_Scorpion_Bastion
3c_caledones,3c_Cal_Ambushers
3c_caledones,3c_Cal_Armoured_Chariots
3c_caledones,3c_Cal_Armoured_Chariots_commander
3c_caledones,3c_Cal_Assault_Raider
3c_caledones,3c_Cal_Caledonian_Heroic_Riders
3c_caledones,3c_Cal_Caledonian_Heroic_Riders_commander
3c_caledones,3c_Cal_Caledonian_Oathsworn
3c_caledones,3c_Cal_Caledonian_Oathsworn_commander
3c_caledones,3c_Cal_Caledonian_Spear_Wall
3c_caledones,3c_Cal_Celtic_Sword_Band
3c_caledones,3c_Cal_Chosen_Sword_Band
3c_caledones,3c_Cal_Elite_Highland_Archers
3c_caledones,3c_Cal_Heavy_Assault_Raider
3c_caledones,3c_Cal_Heavy_Assault_Raider_commander
3c_caledones,3c_Cal_Highland_Archers
3c_caledones,3c_Cal_Medium_Assault_Raider
3c_caledones,3c_Cal_Medium_Assault_Raider_commander
3c_caledones,3c_Cal_Medium_Missile_Raider
3c_caledones,3c_Cal_Missile_Raider
3c_caledones,3c_Cal_Scatha_Shadows
3c_celtic,3c_Cel_Assault_Raider
3c_caledones,3c_Cel_Celtic_Archers
3c_celtic,3c_Cel_Celtic_Archers
3c_caledones,3c_Cel_Celtic_Horse_Skirmishers
3c_celtic,3c_Cel_Celtic_Horse_Skirmishers
3c_caledones,3c_Cel_Celtic_Horsemen
3c_celtic,3c_Cel_Celtic_Horsemen
3c_caledones,3c_Cel_Celtic_Levy
3c_celtic,3c_Cel_Celtic_Levy
3c_caledones,3c_Cel_Celtic_Nobles
3c_celtic,3c_Cel_Celtic_Nobles
3c_celtic,3c_Cel_Celtic_Nobles_commander
3c_caledones,3c_Cel_Celtic_Skirmishers
3c_celtic,3c_Cel_Celtic_Skirmishers
3c_caledones,3c_Cel_Celtic_Spearmen
3c_celtic,3c_Cel_Celtic_Spearmen
3c_celtic,3c_Cel_Celtic_Sword_Band
3c_caledones,3c_Cel_Celtic_Swordsmen
3c_celtic,3c_Cel_Celtic_Swordsmen
3c_caledones,3c_Cel_Celtic_Warhounds
3c_celtic,3c_Cel_Celtic_Warhounds
3c_caledones,3c_Cel_Chariots
3c_celtic,3c_Cel_Chariots
3c_celtic,3c_Cel_Chariots_commander
3c_celtic,3c_Cel_Chosen_Sword_Band
3c_celtic,3c_Cel_Heavy_Assault_Raider
3c_celtic,3c_Cel_Heavy_Assault_Raider_commander
3c_celtic,3c_Cel_Medium_Assault_Raider
3c_celtic,3c_Cel_Missile_Raider
3c_caledones,3c_Cel_Painted_Warriors
3c_celtic,3c_Cel_Painted_Warriors
3c_caledones,3c_Cel_Wolfhounds
3c_easter,3c_Eas_Assault_Dieres
3c_easter,3c_Eas_Assault_Hemiolia
3c_easter,3c_Eas_Assault_Trieres
3c_easter,3c_Eas_Assault_Trieres_commander
3c_armenia,3c_Eas_Ballista
3c_easter,3c_Eas_Ballista
3c_persian,3c_Eas_Ballista
3c_sassanid_empire,3c_Eas_Ballista
3c_armenia,3c_Eas_Ballista_Bastion
3c_easter,3c_Eas_Ballista_Bastion
3c_persian,3c_Eas_Ballista_Bastion
3c_sassanid_empire,3c_Eas_Ballista_Bastion
3c_armenia,3c_Eas_Cheiroballistra
3c_easter,3c_Eas_Cheiroballistra
3c_persian,3c_Eas_Cheiroballistra
3c_sassanid_empire,3c_Eas_Cheiroballistra
3c_easter,3c_Eas_Eastern_Armoured_Cavalry
3c_armenia,3c_Eas_Eastern_Axe_Warriors
3c_easter,3c_Eas_Eastern_Axe_Warriors
3c_armenia,3c_Eas_Eastern_Bowmen
3c_easter,3c_Eas_Eastern_Bowmen
3c_armenia,3c_Eas_Eastern_Cataphracts
3c_easter,3c_Eas_Eastern_Cataphracts
3c_easter,3c_Eas_Eastern_Cataphracts_commander
3c_armenia,3c_Eas_Eastern_Cavalry
3c_easter,3c_Eas_Eastern_Cavalry
3c_armenia,3c_Eas_Eastern_Horse_Archers
3c_easter,3c_Eas_Eastern_Horse_Archers
3c_armenia,3c_Eas_Eastern_Horse_Skirmishers
3c_easter,3c_Eas_Eastern_Horse_Skirmishers
3c_armenia,3c_Eas_Eastern_Infantry
3c_easter,3c_Eas_Eastern_Infantry
3c_easter,3c_Eas_Eastern_Javelinmen
3c_easter,3c_Eas_Eastern_Nobles
3c_easter,3c_Eas_Eastern_Nobles_commander
3c_easter,3c_Eas_Eastern_Pikemen
3c_easter,3c_Eas_Eastern_Slingers
3c_armenia,3c_Eas_Eastern_Spearmen
3c_easter,3c_Eas_Eastern_Spearmen
3c_armenia,3c_Eas_Giant_Ballista
3c_easter,3c_Eas_Giant_Ballista
3c_persian,3c_Eas_Giant_Ballista
3c_sassanid_empire,3c_Eas_Giant_Ballista
3c_armenia,3c_Eas_Hillmen
3c_easter,3c_Eas_Hillmen
3c_armenia,3c_Eas_Large_Onager
3c_easter,3c_Eas_Large_Onager
3c_persian,3c_Eas_Large_Onager
3c_sassanid_empire,3c_Eas_Large_Onager
3c_easter,3c_Eas_Missile_Trieres
3c_armenia,3c_Eas_Noble_Spearmen
3c_easter,3c_Eas_Noble_Spearmen
3c_armenia,3c_Eas_Onager
3c_easter,3c_Eas_Onager
3c_persian,3c_Eas_Onager
3c_sassanid_empire,3c_Eas_Onager
3c_armenia,3c_Eas_Onager_Bastion
3c_easter,3c_Eas_Onager_Bastion
3c_persian,3c_Eas_Onager_Bastion
3c_sassanid_empire,3c_Eas_Onager_Bastion
3c_armenia,3c_Eas_Scorpion
3c_easter,3c_Eas_Scorpion
3c_persian,3c_Eas_Scorpion
3c_sassanid_empire,3c_Eas_Scorpion
3c_armenia,3c_Eas_Scorpion_Bastion
3c_easter,3c_Eas_Scorpion_Bastion
3c_persian,3c_Eas_Scorpion_Bastion
3c_sassanid_empire,3c_Eas_Scorpion_Bastion
3c_sassanid_empire,3c_Eas_Scorpion_Pot_Ballista
3c_gallic_empire,3c_Gal_Armoured_Chariots
3c_gallic_empire,3c_Gal_Armoured_Chariots_commander
3c_gallic_empire,3c_Gal_Artillery_Quenquereme
3c_gallic_empire,3c_Gal_Assault_Bireme
3c_gallicclient,3c_Gal_Assault_Bireme
3c_gallic_empire,3c_Gal_Assault_Quadreme
3c_gallicclient,3c_Gal_Assault_Quadreme
3c_gallic_empire,3c_Gal_Assault_Quadreme_commander
3c_gallic_empire,3c_Gal_Chariots
3c_gallic_empire,3c_Gal_Cohors
3c_gallic_empire,3c_Gal_Equites
3c_gallic_empire,3c_Gal_Equites_Promoti
3c_gallic_empire,3c_Gal_Equites_Scutarii
3c_gallic_empire,3c_Gal_Fire_Pot_Bireme
3c_gallicclient,3c_Gal_Fire_Pot_Bireme
3c_gallic_empire,3c_Gal_Gallic_Heavy_Skirmishers
3c_gallic_empire,3c_Gal_Gallic_Imperial_Guard
3c_gallic_empire,3c_Gal_Gallic_Imperial_Guard_commander
3c_gallic_empire,3c_Gal_Gallic_Lanciarii
3c_gallic_empire,3c_Gal_Gallic_Legionaries
3c_gallic_empire,3c_Gal_Gallic_Legionary_Cavalry
3c_gallic_empire,3c_Gal_Gallic_Light_Cavalry
3c_gallic_empire,3c_Gal_Gallic_Warriors
3c_gallic_empire,3c_Gal_Heavy_Gallic_Spearmen
3c_gallic_empire,3c_Gal_Horse_Archers
3c_gallic_empire,3c_Gal_Light_Artillery_Quinquereme
3c_gallicclient,3c_Gal_Light_Artillery_Quinquereme
3c_gallic_empire,3c_Gal_Longsword_Cohort
3c_gallic_empire,3c_Gal_Missile_Trireme
3c_gallicclient,3c_Gal_Missile_Trireme
3c_gallic_empire,3c_Gal_Pursuit_Hemiolia
3c_gallicclient,3c_Gal_Pursuit_Hemiolia
3c_gallic_empire,3c_Gal_Raiding_Hemiolia
3c_gallicclient,3c_Gal_Raiding_Hemiolia
3c_gallic_empire,3c_Gal_Scorpion_Trireme
3c_gallicclient,3c_Gal_Scorpion_Trireme
3c_gallic_empire,3c_Gal_Spear_Warriors
3c_gallic_empire,3c_Gal_Taifali_Cavalry
3c_gallic_empire,3c_Gal_Veteran_Gallic_Legionaries
3c_germanic,3c_Ger_Armoured_Germanic_Swordsmen
3c_gothi,3c_Ger_Armoured_Germanic_Swordsmen
3c_marcomanni,3c_Ger_Armoured_Germanic_Swordsmen
3c_saxones,3c_Ger_Armoured_Germanic_Swordsmen
3c_germanic,3c_Ger_Armoured_Germanic_Swordsmen_commander
3c_germanic,3c_Ger_Assault_Raider
3c_germanic,3c_Ger_Ballista
3c_gothi,3c_Ger_Ballista
3c_marcomanni,3c_Ger_Ballista
3c_saxones,3c_Ger_Ballista
3c_germanic,3c_Ger_Ballista_Bastion
3c_gothi,3c_Ger_Ballista_Bastion
3c_marcomanni,3c_Ger_Ballista_Bastion
3c_saxones,3c_Ger_Ballista_Bastion
3c_germanic,3c_Ger_Cheiroballistra
3c_gothi,3c_Ger_Cheiroballistra
3c_marcomanni,3c_Ger_Cheiroballistra
3c_saxones,3c_Ger_Cheiroballistra
3c_germanic,3c_Ger_Germanic_Axe_Warriors
3c_marcomanni,3c_Ger_Germanic_Axe_Warriors
3c_saxones,3c_Ger_Germanic_Axe_Warriors
3c_germanic,3c_Ger_Germanic_Band
3c_gothi,3c_Ger_Germanic_Band
3c_marcomanni,3c_Ger_Germanic_Band
3c_germanic,3c_Ger_Germanic_Horse_Skirmishers
3c_gothi,3c_Ger_Germanic_Horse_Skirmishers
3c_marcomanni,3c_Ger_Germanic_Horse_Skirmishers
3c_saxones,3c_Ger_Germanic_Horse_Skirmishers
3c_germanic,3c_Ger_Germanic_Horsemen
3c_gothi,3c_Ger_Germanic_Horsemen
3c_marcomanni,3c_Ger_Germanic_Horsemen
3c_germanic,3c_Ger_Germanic_Hunters
3c_gothi,3c_Ger_Germanic_Hunters
3c_marcomanni,3c_Ger_Germanic_Hunters
3c_germanic,3c_Ger_Germanic_Hurlers
3c_gothi,3c_Ger_Germanic_Hurlers
3c_marcomanni,3c_Ger_Germanic_Hurlers
3c_saxones,3c_Ger_Germanic_Hurlers
3c_germanic,3c_Ger_Germanic_Lancers
3c_marcomanni,3c_Ger_Germanic_Lancers
3c_saxones,3c_Ger_Germanic_Lancers
3c_germanic,3c_Ger_Germanic_Mounted_Warband
3c_gothi,3c_Ger_Germanic_Mounted_Warband
3c_marcomanni,3c_Ger_Germanic_Mounted_Warband
3c_saxones,3c_Ger_Germanic_Mounted_Warband
3c_germanic,3c_Ger_Germanic_Nobles
3c_germanic,3c_Ger_Germanic_Nobles_commander
3c_germanic,3c_Ger_Germanic_Pikes
3c_gothi,3c_Ger_Germanic_Pikes
3c_marcomanni,3c_Ger_Germanic_Pikes
3c_saxones,3c_Ger_Germanic_Pikes
3c_germanic,3c_Ger_Germanic_Skirmishers
3c_marcomanni,3c_Ger_Germanic_Skirmishers
3c_saxones,3c_Ger_Germanic_Skirmishers
3c_germanic,3c_Ger_Germanic_Spear_Masters
3c_gothi,3c_Ger_Germanic_Spear_Masters
3c_marcomanni,3c_Ger_Germanic_Spear_Masters
3c_saxones,3c_Ger_Germanic_Spear_Masters
3c_germanic,3c_Ger_Germanic_Spearmen
3c_gothi,3c_Ger_Germanic_Spearmen
3c_marcomanni,3c_Ger_Germanic_Spearmen
3c_saxones,3c_Ger_Germanic_Spearmen
3c_germanic,3c_Ger_Germanic_Swordsmen
3c_marcomanni,3c_Ger_Germanic_Swordsmen
3c_germanic,3c_Ger_Giant_Ballista
3c_gothi,3c_Ger_Giant_Ballista
3c_marcomanni,3c_Ger_Giant_Ballista
3c_saxones,3c_Ger_Giant_Ballista
3c_germanic,3c_Ger_Heavy_Assault_Raider
3c_germanic,3c_Ger_Heavy_Assault_Raider_commander
3c_germanic,3c_Ger_Large_Onager
3c_gothi,3c_Ger_Large_Onager
3c_marcomanni,3c_Ger_Large_Onager
3c_saxones,3c_Ger_Large_Onager
3c_germanic,3c_Ger_Medium_Assault_Raider
3c_germanic,3c_Ger_Missile_Raider
3c_germanic,3c_Ger_Noble_Germanic_Horsemen
3c_marcomanni,3c_Ger_Noble_Germanic_Horsemen
3c_germanic,3c_Ger_Onager
3c_gothi,3c_Ger_Onager
3c_marcomanni,3c_Ger_Onager
3c_saxones,3c_Ger_Onager
3c_germanic,3c_Ger_Onager_Bastion
3c_gothi,3c_Ger_Onager_Bastion
3c_marcomanni,3c_Ger_Onager_Bastion
3c_saxones,3c_Ger_Onager_Bastion
3c_germanic,3c_Ger_Savage_Dogs
3c_gothi,3c_Ger_Savage_Dogs
3c_marcomanni,3c_Ger_Savage_Dogs
3c_saxones,3c_Ger_Savage_Dogs
3c_germanic,3c_Ger_Scorpion_Bastion
3c_gothi,3c_Ger_Scorpion_Bastion
3c_marcomanni,3c_Ger_Scorpion_Bastion
3c_saxones,3c_Ger_Scorpion_Bastion
3c_germanic,3c_Ger_Spear_Levy
3c_gothi,3c_Ger_Spear_Levy
3c_marcomanni,3c_Ger_Spear_Levy
3c_saxones,3c_Ger_Spear_Levy
3c_germanic,3c_Ger_Test_Cavalry
3c_germanic,3c_Ger_Test_Infantry
3c_germanic,3c_Ger_Test_Mis
3c_gothi,3c_Goth_Assault_Raider
3c_gothi,3c_Goth_Elite_Gothic_Archers
3c_gothi,3c_Goth_Gothic_Archers
3c_gothi,3c_Goth_Gothic_Axe_Warriors
3c_gothi,3c_Goth_Gothic_Brigands
3c_gothi,3c_Goth_Gothic_Falxmen
3c_gothi,3c_Goth_Gothic_Lancers
3c_gothi,3c_Goth_Gothic_Mounted_Brigands
3c_gothi,3c_Goth_Gothic_Night_Riders
3c_gothi,3c_Goth_Gothic_Pikemen
3c_gothi,3c_Goth_Gothic_Slingers
3c_gothi,3c_Goth_Gothic_Spearwomen
3c_gothi,3c_Goth_Gothic_Warband
3c_gothi,3c_Goth_Greuthungi_Elite_Spears
3c_gothi,3c_Goth_Greuthungi_Elite_Spears_commander
3c_gothi,3c_Goth_Greuthungi_Lancers
3c_gothi,3c_Goth_Greuthungi_Lancers_commander
3c_gothi,3c_Goth_Greuthungi_Noble_Cavalry
3c_gothi,3c_Goth_Greuthungi_Noble_Cavalry_commander
3c_gothi,3c_Goth_Heavy_Assault_Raider
3c_gothi,3c_Goth_Heavy_Assault_Raider_commander
3c_gothi,3c_Goth_Medium_Assault_Raider
3c_gothi,3c_Goth_Medium_Missile_Raider
3c_gothi,3c_Goth_Medium_Missile_Raider_commander
3c_gothi,3c_Goth_Missile_Raider
3c_gothi,3c_Goth_Tervingi_Oathsworn
3c_gothi,3c_Goth_Tervingi_Oathsworn_commander
3c_gothi,3c_Goth_Tervingi_Warriors
3c_marcomanni,3c_Marc_Armoured_Germanic_Axe_Warriors
3c_marcomanni,3c_Marc_Assault_Raider
3c_marcomanni,3c_Marc_Berserkers
3c_marcomanni,3c_Marc_Club_Levy
3c_marcomanni,3c_Marc_Germanic_Noble_Guard
3c_marcomanni,3c_Marc_Germanic_Noble_Guard_commander
3c_marcomanni,3c_Marc_Germanic_Noblewomen_Archers
3c_marcomanni,3c_Marc_Heavy_Assault_Raider
3c_marcomanni,3c_Marc_Heavy_Assault_Raider_commander
3c_marcomanni,3c_Marc_Horse_Hewers
3c_marcomanni,3c_Marc_Horse_Runners
3c_marcomanni,3c_Marc_Longbow_Hunters
3c_marcomanni,3c_Marc_Medium_Assault_Raider
3c_marcomanni,3c_Marc_Medium_Missile_Raider
3c_marcomanni,3c_Marc_Medium_Missile_Raider_commander
3c_marcomanni,3c_Marc_Missile_Raider
3c_marcomanni,3c_Marc_Night_Hunters
3c_marcomanni,3c_Marc_Wodanaz_Spears
3c_marcomanni,3c_Marc_Wodanaz_Spears_commander
3c_marcomanni,3c_Marc_Wolf_Warriors
3c_numidian,3c_Num_Assault_Dieres
3c_numidian,3c_Num_Assault_Hemiolia
3c_numidian,3c_Num_Assault_Trieres
3c_numidian,3c_Num_Missile_Trieres
3c_numidian,3c_Num_Missile_Trieres_commander
3c_numidian,3c_Num_Numidian_Cavalry
3c_numidian,3c_Num_Numidian_Infantry
3c_numidian,3c_Num_Numidian_Javelinmen
3c_numidian,3c_Num_Numidian_Noble_Cavalry
3c_numidian,3c_Num_Numidian_Noble_Cavalry_commander
3c_numidian,3c_Num_Numidian_Slingers
3c_numidian,3c_Num_Numidian_Swordsmen
3c_palmyrene_empire,3c_Pal_Armoured_Camels
3c_palmyrene_empire,3c_Pal_Armoured_Horse_Archers
3c_palmyrene_empire,3c_Pal_Armoured_Pikemen
3c_palmyrene_empire,3c_Pal_Armoured_Swordsmen
3c_palmyrene_empire,3c_Pal_Artillery_Penteres
3c_palmyrene_empire,3c_Pal_Assault_Dieres
3c_palmyrene_empire,3c_Pal_Assault_Hexeres
3c_palmyrene_empire,3c_Pal_Assault_Hexeres_commander
3c_palmyrene_empire,3c_Pal_Assault_Octeres
3c_palmyrene_empire,3c_Pal_Camel_Spearmen
3c_palmyrene_empire,3c_Pal_Fire_Pot_Dieres
3c_palmyrene_empire,3c_Pal_Hamian_Archers
3c_palmyrene_empire,3c_Pal_Heavy_Palmyrene_Skirmishers
3c_palmyrene_empire,3c_Pal_Heavy_Tower_Hepteres
3c_palmyrene_empire,3c_Pal_Heavy_Tower_Octeres
3c_palmyrene_empire,3c_Pal_Heavy_Tower_Octeres_commander
3c_palmyrene_empire,3c_Pal_Hillmen
3c_palmyrene_empire,3c_Pal_Imperial_Palmyrene_Cataphracts
3c_palmyrene_empire,3c_Pal_Imperial_Palmyrene_Cataphracts_commander
3c_palmyrene_empire,3c_Pal_Imperial_Pikemen
3c_palmyrene_empire,3c_Pal_Imperial_Pikemen_commander
3c_palmyrene_empire,3c_Pal_Light_Artillery_Penteres
3c_palmyrene_empire,3c_Pal_Missile_Hepteres
3c_palmyrene_empire,3c_Pal_Missile_Hepteres_commander
3c_palmyrene_empire,3c_Pal_Missile_Penteres
3c_palmyrene_empire,3c_Pal_Missile_Trieres
3c_palmyrene_empire,3c_Pal_Palmyrene_Cataphracts
3c_palmyrene_empire,3c_Pal_Palmyrene_Cohors
3c_palmyrene_empire,3c_Pal_Palmyrene_Lanciarii
3c_palmyrene_empire,3c_Pal_Palmyrene_Legionaries
3c_palmyrene_empire,3c_Pal_Palmyrene_Legionary_Cavalry
3c_palmyrene_empire,3c_Pal_Palmyrene_Palace_Guard
3c_palmyrene_empire,3c_Pal_Palmyrene_Palace_Guard_commander
3c_palmyrene_empire,3c_Pal_Palmyrene_Skirmishers
3c_palmyrene_empire,3c_Pal_Palmyrene_Spearmen
3c_palmyrene_empire,3c_Pal_Peltasts
3c_palmyrene_empire,3c_Pal_Pursuit_Trihemiolia
3c_palmyrene_empire,3c_Pal_Raiding_Hemiolia
3c_palmyrene_empire,3c_Pal_Scorpion_Penteres
3c_palmyrene_empire,3c_Pal_Scorpion_Trieres
3c_palmyrene_empire,3c_Pal_Scythed_Chariots
3c_palmyrene_empire,3c_Pal_Scythed_Chariots_commander
3c_palmyrene_empire,3c_Pal_Slingers
3c_palmyrene_empire,3c_Pal_Tower_Penteres
3c_palmyrene_empire,3c_Pal_Veteran_Palmyrene_Legionaries
3c_palmyrene_empire,3c_Pal_Vigiles
3c_persian,3c_Per_Assault_Dieres
3c_persian,3c_Per_Assault_Hemiolia
3c_persian,3c_Per_Assault_Trieres
3c_persian,3c_Per_Assault_Trieres_commander
3c_persian,3c_Per_Missile_Trieres
3c_persian,3c_Per_Persian_Archers
3c_persian,3c_Per_Persian_Armoured_Cavalry
3c_persian,3c_Per_Persian_Cataphracts
3c_persian,3c_Per_Persian_Cataphracts_commander
3c_persian,3c_Per_Persian_Cavalry
3c_persian,3c_Per_Persian_Horse_Archers
3c_persian,3c_Per_Persian_Horse_Skirmishers
3c_persian,3c_Per_Persian_Levy
3c_persian,3c_Per_Persian_Light_Infantry
3c_persian,3c_Per_Persian_Nobles
3c_persian,3c_Per_Persian_Nobles_commander
3c_armenia,3c_Per_Persian_Skirmishers
3c_persian,3c_Per_Persian_Skirmishers
3c_persian,3c_Per_Persian_Slingers
3c_persian,3c_Per_Persian_Spearmen
3c_persian,3c_Per_Persian_Swordsmen
3c_gallicclient,3c_Rom_Armoured_Archers
3c_roman,3c_Rom_Armoured_Archers
3c_roman_empire,3c_Rom_Armoured_Archers
3c_roman_empire,3c_Rom_Armoured_Horse_Skirmishers
3c_roman_empire,3c_Rom_Artillery_Quenquereme
3c_roman,3c_Rom_Assault_Bireme
3c_roman_empire,3c_Rom_Assault_Bireme
3c_roman_empire,3c_Rom_Assault_Hexareme
3c_roman,3c_Rom_Assault_Quadreme
3c_roman_empire,3c_Rom_Assault_Quadreme
3c_gallicclient,3c_Rom_Assault_Quadreme_commander
3c_roman,3c_Rom_Assault_Quadreme_commander
3c_roman_empire,3c_Rom_Assault_Quadreme_commander
3c_gallic_empire,3c_Rom_Balearic_Slingers
3c_roman_empire,3c_Rom_Balearic_Slingers
3c_gallic_empire,3c_Rom_Ballista
3c_gallicclient,3c_Rom_Ballista
3c_numidian,3c_Rom_Ballista
3c_palmyrene_empire,3c_Rom_Ballista
3c_roman,3c_Rom_Ballista
3c_roman_empire,3c_Rom_Ballista
3c_gallic_empire,3c_Rom_Ballista_Bastion
3c_gallicclient,3c_Rom_Ballista_Bastion
3c_numidian,3c_Rom_Ballista_Bastion
3c_palmyrene_empire,3c_Rom_Ballista_Bastion
3c_roman,3c_Rom_Ballista_Bastion
3c_roman_empire,3c_Rom_Ballista_Bastion
3c_gallic_empire,3c_Rom_Beehive_Onager
3c_gallicclient,3c_Rom_Beehive_Onager
3c_numidian,3c_Rom_Beehive_Onager
3c_palmyrene_empire,3c_Rom_Beehive_Onager
3c_roman,3c_Rom_Beehive_Onager
3c_roman_empire,3c_Rom_Beehive_Onager
3c_gallic_empire,3c_Rom_Cheiroballistra
3c_gallicclient,3c_Rom_Cheiroballistra
3c_numidian,3c_Rom_Cheiroballistra
3c_palmyrene_empire,3c_Rom_Cheiroballistra
3c_roman,3c_Rom_Cheiroballistra
3c_roman_empire,3c_Rom_Cheiroballistra
3c_gallicclient,3c_Rom_Cohors
3c_roman,3c_Rom_Cohors
3c_roman_empire,3c_Rom_Cohors
3c_gallicclient,3c_Rom_Equites
3c_roman,3c_Rom_Equites
3c_roman_empire,3c_Rom_Equites
3c_roman_empire,3c_Rom_Equites_Catafractarii
3c_gallicclient,3c_Rom_Equites_Catafractarii_commander
