unit_id,is_naval,land_unit_id,naval_unit_id,recruitment_cost,upkeep_cost,weight
3c_Pal_Hamian_Archers,0,3c_Pal_Hamian_Archers,3c_pel_transport,620,125,heavy
3c_Pal_Heavy_Palmyrene_Skirmishers,0,3c_Pal_Heavy_Palmyrene_Skirmishers,3c_pel_transport,600,120,heavy
3c_Pal_Heavy_Tower_Hepteres,1,3c_Pal_Hamian_Archers,3c_greek_scorpio_hft_seven,1700,340,heavy
3c_Pal_Heavy_Tower_Octeres,1,3c_Pal_Palmyrene_Legionaries,3c_egyptian_double_hft_eight,1950,390,heavy
3c_Pal_Heavy_Tower_Octeres_commander,1,3c_Pal_Palmyrene_Legionaries,3c_egyptian_double_hft_eight,1950,390,heavy
3c_Pal_Hillmen,0,3c_Pal_Hillmen,3c_pel_transport,220,45,medium
3c_Pal_Imperial_Palmyrene_Cataphracts,0,3c_Pal_Imperial_Palmyrene_Cataphracts,3c_pel_transport,1460,290,very_heavy
3c_Pal_Imperial_Palmyrene_Cataphracts_commander,0,3c_Pal_Imperial_Palmyrene_Cataphracts_comm,3c_pel_transport,1460,290,very_heavy
3c_Pal_Imperial_Pikemen,0,3c_Pal_Imperial_Pikemen,3c_pel_transport,1200,240,very_heavy
3c_Pal_Imperial_Pikemen_commander,0,3c_Pal_Imperial_Pikemen,3c_pel_transport,1200,240,very_heavy
3c_Pal_Light_Artillery_Penteres,1,3c_Rom_Ballista_Shp,3c_greek_ballista_five,630,125,medium
3c_Pal_Missile_Hepteres,1,3c_Pal_Hamian_Archers,3c_greek_seven,1260,250,heavy
3c_Pal_Missile_Hepteres_commander,1,3c_Pal_Hamian_Archers,3c_greek_seven,1260,250,heavy
3c_Pal_Missile_Penteres,1,3c_Pal_Peltasts,3c_greek_five,860,170,medium
3c_Pal_Missile_Trieres,1,3c_Pal_Peltasts,3c_greek_three,660,130,light
3c_Pal_Palmyrene_Cataphracts,0,3c_Pal_Palmyrene_Cataphracts,3c_pel_transport,1060,210,very_heavy
3c_Pal_Palmyrene_Cohors,0,3c_Pal_Palmyrene_Cohors,3c_pel_transport,680,135,heavy
3c_Pal_Palmyrene_Lanciarii,0,3c_Pal_Palmyrene_Lanciarii,3c_pel_transport,360,70,medium
3c_Pal_Palmyrene_Legionaries,0,3c_Pal_Palmyrene_Legionaries,3c_pel_transport,820,165,heavy
3c_Pal_Palmyrene_Legionary_Cavalry,0,3c_Pal_Palmyrene_Legionary_Cavalry,3c_pel_transport,620,125,very_heavy
3c_Pal_Palmyrene_Palace_Guard,0,3c_Pal_Palmyrene_Palace_Guard,3c_pel_transport,1120,225,very_heavy
3c_Pal_Palmyrene_Palace_Guard_commander,0,3c_Pal_Palmyrene_Palace_Guard,3c_pel_transport,1120,225,very_heavy
3c_Pal_Palmyrene_Skirmishers,0,3c_Pal_Palmyrene_Skirmishers,3c_pel_transport,260,50,very_light
3c_Pal_Palmyrene_Spearmen,0,3c_Pal_Palmyrene_Spearmen,3c_pel_transport,460,90,medium
3c_Pal_Peltasts,0,3c_Pal_Peltasts,3c_pel_transport,420,85,light
3c_Pal_Pursuit_Trihemiolia,1,3c_Pal_Palmyrene_Skirmishers,3c_greek_two_halfer,490,100,light
3c_Pal_Raiding_Hemiolia,1,3c_Pal_Palmyrene_Skirmishers,3c_greek_one_halfer,370,75,light
3c_Pal_Scorpion_Penteres,1,3c_Pal_Peltasts,3c_greek_double_scorpio_five,710,140,medium
3c_Pal_Scorpion_Trieres,1,3c_Pal_Peltasts,3c_greek_scorpio_three,710,140,light
3c_Pal_Scythed_Chariots,0,3c_Pal_Scythed_Chariots,3c_pel_transport,1380,275,very_heavy
3c_Pal_Scythed_Chariots_commander,0,3c_Pal_Scythed_Chariots,3c_pel_transport,1380,275,very_heavy
3c_Pal_Slingers,0,3c_Rom_Slingers,3c_pel_transport,270,55,very_light
3c_Pal_Tower_Penteres,1,3c_Pal_Peltasts,3c_greek_lft_five,950,190,medium
3c_Pal_Veteran_Palmyrene_Legionaries,0,3c_Pal_Veteran_Palmyrene_Legionaries,3c_pel_transport,1050,210,very_heavy
3c_Pal_Vigiles,0,3c_Rom_Vigiles,3c_pel_transport,200,40,medium
3c_Per_Assault_Dieres,1,3c_Per_Persian_Spearmen,3c_persian_two,420,85,light
3c_Per_Assault_Hemiolia,1,3c_Per_Persian_Slingers,3c_persian_one_halfer,460,90,light
3c_Per_Assault_Trieres,1,3c_Per_Persian_Swordsmen,3c_persian_four,630,125,medium
3c_Per_Assault_Trieres_commander,1,3c_Per_Persian_Swordsmen,3c_persian_four,630,125,medium
3c_Per_Missile_Trieres,1,3c_Per_Persian_Archers,3c_persian_three,610,120,light
3c_Per_Persian_Archers,0,3c_Per_Persian_Archers,3c_pel_transport,360,70,light
3c_Per_Persian_Armoured_Cavalry,0,3c_Per_Persian_Armoured_Cavalry,3c_pel_transport,700,140,heavy
3c_Per_Persian_Cataphracts,0,3c_Per_Persian_Cataphracts,3c_pel_transport,1100,220,super_heavy
3c_Per_Persian_Cataphracts_commander,0,3c_Per_Persian_Cataphracts,3c_pel_transport,1100,220,super_heavy
3c_Per_Persian_Cavalry,0,3c_Per_Persian_Cavalry,3c_pel_transport,640,130,medium
3c_Per_Persian_Horse_Archers,0,3c_Per_Persian_Horse_Archers,3c_pel_transport,440,90,light
3c_Per_Persian_Horse_Skirmishers,0,3c_Per_Persian_Horse_Skirmishers,3c_pel_transport,390,80,light
3c_Per_Persian_Levy,0,3c_Per_Persian_Levy,3c_pel_transport,200,40,light
3c_Per_Persian_Light_Infantry,0,3c_Per_Persian_Light_Infantry,3c_pel_transport,280,55,very_light
3c_Per_Persian_Nobles,0,3c_Per_Persian_Nobles,3c_pel_transport,750,150,heavy
3c_Per_Persian_Nobles_commander,0,3c_Per_Persian_Nobles,3c_pel_transport,750,150,heavy
3c_Per_Persian_Skirmishers,0,3c_Per_Persian_Skirmishers,3c_pel_transport,320,65,light
3c_Per_Persian_Slingers,0,3c_Per_Persian_Slingers,3c_pel_transport,380,75,very_light
3c_Per_Persian_Spearmen,0,3c_Per_Persian_Spearmen,3c_pel_transport,300,60,medium
3c_Per_Persian_Swordsmen,0,3c_Per_Persian_Swordsmen,3c_pel_transport,380,75,medium
3c_Rom_Armoured_Archers,0,3c_Rom_Armoured_Archers,3c_pel_transport,550,110,medium
3c_Rom_Armoured_Horse_Skirmishers,0,3c_Rom_Armoured_Horse_Skirmishers,3c_pel_transport,620,125,heavy
3c_Rom_Artillery_Quenquereme,1,3c_Rom_Onager_Shp,3c_roman_onager_five,630,125,medium
3c_Rom_Assault_Bireme,1,3c_Rom_Vigiles,3c_roman_two,420,85,light
3c_Rom_Assault_Hexareme,1,3c_Rom_Roman_Legionaries,3c_roman_six,1260,250,heavy
3c_Rom_Assault_Quadreme,1,3c_Rom_Vigiles,3c_roman_four,690,140,medium
3c_Rom_Assault_Quadreme_commander,1,3c_Rom_Vigiles,3c_roman_four,690,140,medium
3c_Rom_Balearic_Slingers,0,3c_Rom_Balearic_Slingers,3c_pel_transport,560,110,very_light
3c_Rom_Ballista,0,3c_Rom_Ballista,3c_pel_transport,560,110,medium
3c_Rom_Ballista_Bastion,0,3c_Rom_Ballista_Bastion,3c_pel_transport,560,110,medium
3c_Rom_Beehive_Onager,0,3c_Rom_Beehive_Onager,3c_pel_transport,580,120,medium
3c_Rom_Cheiroballistra,0,3c_Rom_Cheiroballistra,3c_pel_transport,520,100,medium
3c_Rom_Cohors,0,3c_Rom_Cohors,3c_pel_transport,680,135,heavy
3c_Rom_Equites,0,3c_Rom_Equites,3c_pel_transport,500,100,medium
3c_Rom_Equites_Catafractarii,0,3c_Rom_Equites_Catafractarii,3c_pel_transport,1180,235,very_heavy
3c_Rom_Equites_Catafractarii_commander,0,3c_Rom_Equites_Catafractarii_comm,3c_pel_transport,1180,235,very_heavy
3c_Rom_Equites_Dalmatarum,0,3c_Rom_Equites_Dalmatarum,3c_pel_transport,590,120,medium
3c_Rom_Equites_Promoti,0,3c_Rom_Equites_Promoti,3c_pel_transport,640,130,medium
3c_Rom_Equites_Scutarii,0,3c_Rom_Equites_Scutarii,3c_pel_transport,1320,265,very_heavy
3c_Rom_Equites_Scutarii_commander,0,3c_Rom_Equites_Scutarii,3c_pel_transport,1320,265,very_heavy
3c_Rom_Evocati_Cohort,0,3c_Rom_Evocati_Cohort,3c_pel_transport,890,180,heavy
3c_Rom_Evocati_Cohort_commander,0,3c_Rom_Evocati_Cohort,3c_pel_transport,890,180,heavy
3c_Rom_Fire_Pot_Bireme,1,3c_Rom_Vigiles,3c_roman_fire_pot_two,470,95,light
3c_Rom_Giant_Ballista,0,3c_Rom_Giant_Ballista,3c_pel_transport,730,150,medium
3c_Rom_Gladiators,0,3c_Rom_Gladiators,3c_pel_transport,600,120,medium
3c_Rom_Herculianii,0,3c_Rom_Herculianii,3c_pel_transport,1380,275,very_heavy
3c_Rom_Horse_Archers,0,3c_Rom_Horse_Archers,3c_pel_transport,430,85,light
3c_Rom_Jovianii,0,3c_Rom_Jovianii,3c_pel_transport,1380,275,very_heavy
3c_Rom_Large_Onager,0,3c_Rom_Large_Onager,3c_pel_transport,790,160,medium
3c_Rom_Light_Artillery_Quenquereme,1,3c_Rom_Ballista_Shp,3c_roman_ballista_five,620,125,medium
3c_Rom_Light_Roman_Skirmishers,0,3c_Rom_Light_Roman_Skirmishers,3c_pel_transport,340,70,very_light
3c_Rom_Missile_Quinquereme,1,3c_Rom_Balearic_Slingers,3c_roman_five,880,175,medium
3c_Rom_Missile_Quinquereme_commander,1,3c_Rom_Balearic_Slingers,3c_roman_five,880,175,medium
3c_Rom_Missile_Trireme,1,3c_Aux_Archers,3c_roman_three,430,85,light
3c_Rom_Onager,0,3c_Rom_Onager,3c_pel_transport,580,120,medium
3c_Rom_Onager_Bastion,0,3c_Rom_Onager_Bastion,3c_pel_transport,580,120,medium
3c_Rom_Pikemen,0,3c_Rom_Pikemen,3c_pel_transport,500,100,heavy
3c_Rom_Polybolos,0,3c_Rom_Polybolos,3c_pel_transport,620,120,medium
3c_Rom_Praetorian_Cavalry,0,3c_Rom_Praetorian_Cavalry,3c_pel_transport,1250,250,very_heavy
3c_Rom_Praetorian_Cavalry_commander,0,3c_Rom_Praetorian_Cavalry,3c_pel_transport,1250,250,very_heavy
3c_Rom_Praetorian_Guard,0,3c_Rom_Praetorian_Guard,3c_pel_transport,1280,255,very_heavy
3c_Rom_Pursuit_Trihemolia,1,3c_Rom_Light_Roman_Skirmishers,3c_roman_two_halfer,390,80,light
3c_Rom_Raiding_Hemioloa,1,3c_Rom_Light_Roman_Skirmishers,3c_greek_one_halfer,280,55,light
3c_Rom_Roman_Legionaries,0,3c_Rom_Roman_Legionaries,3c_pel_transport,850,170,heavy
3c_Rom_Roman_Legionary_Cavalry,0,3c_Rom_Roman_Legionary_Cavalry,3c_pel_transport,620,125,heavy
3c_Rom_Roman_Legionary_Cavalry_commander,0,3c_Rom_Roman_Legionary_Cavalry,3c_pel_transport,620,125,heavy
3c_Rom_Roman_Levies,0,3c_Rom_Roman_Levies,3c_pel_transport,320,65,medium
3c_Rom_Scorpion_Bastion,0,3c_Rom_Scorpion_Bastion,3c_pel_transport,490,100,medium
3c_Rom_Scorpion_Trireme,1,3c_Aux_Archers,3c_roman_scorpio_three,550,110,light
3c_Rom_Slingers,0,3c_Rom_Slingers,3c_pel_transport,280,55,very_light
3c_Rom_Spear_Gladiators,0,3c_Rom_Spear_Gladiators,3c_pel_transport,440,90,medium
3c_Rom_Tower_Hexareme,1,3c_Rom_Roman_Legionaries,3c_roman_lft_six,1500,300,heavy
3c_Rom_Tower_Hexareme_commander,1,3c_Rom_Roman_Legionaries,3c_roman_lft_six,1500,300,heavy
3c_Rom_Vigiles,0,3c_Rom_Vigiles,3c_pel_transport,200,40,medium
3c_Rom_War_Dogs,0,3c_Rom_War_Dogs,3c_pel_transport,380,75,light
3c_Sab_Assault_Dieres,1,3c_Sab_Sabean_Spearmen,3c_persian_two,310,60,light
3c_Sab_Assault_Hemiolia,1,3c_Sab_Sabean_Javelinmen,3c_persian_one_halfer,440,90,light
3c_Sab_Assault_Trieres,1,3c_Sab_Sabean_Armoured_Spearmen,3c_persian_four,680,135,medium
3c_Sab_Assault_Trieres_commander,1,3c_Sab_Sabean_Armoured_Spearmen,3c_persian_four,680,135,medium
3c_Sab_Missile_Trieres,1,3c_Sab_Sabean_Archers,3c_persian_three,530,105,light
3c_Sab_Sabean_Archers,0,3c_Sab_Sabean_Archers,3c_pel_transport,360,70,very_light
3c_Sab_Sabean_Armoured_Spearmen,0,3c_Sab_Sabean_Armoured_Spearmen,3c_pel_transport,460,90,medium
3c_Sab_Sabean_Cavalry,0,3c_Sab_Sabean_Cavalry,3c_pel_transport,620,125,medium
3c_Sab_Sabean_Cavalry_commander,0,3c_Sab_Sabean_Cavalry,3c_pel_transport,620,125,medium
3c_Sab_Sabean_Javelinmen,0,3c_Sab_Sabean_Javelinmen,3c_pel_transport,290,60,very_light
3c_Sab_Sabean_Spearmen,0,3c_Sab_Sabean_Spearmen,3c_pel_transport,180,35,medium
3c_Sas_Anatolian_Slingers,0,3c_Sas_Anatolian_Slingers,3c_pel_transport,620,125,very_light
3c_Sas_Armoured_Camel_Archers,0,3c_Sas_Armoured_Camel_Archers,3c_pel_transport,680,135,heavy
3c_Sas_Armoured_Indian_War_Elephants,0,3c_Sas_Armoured_Indian_War_Elephants,3c_pel_transport,1800,360,super_heavy
3c_Sas_Armoured_Indian_War_Elephants_commander,0,3c_Sas_Armoured_Indian_War_Elephants,3c_pel_transport,1800,360,super_heavy
3c_Sas_Artillery_Penteres,1,3c_Eas_Onager_Shp,3c_persian_onager_five,750,150,medium
3c_Sas_Assault_Dieres,1,3c_Sas_Hamspah_Infantry,3c_persian_two,330,65,light
3c_Sas_Assault_Hexeres,1,3c_Sas_Immortal_Infantry,3c_persian_six,1300,260,heavy
3c_Sas_Assault_Hexeres_commander,1,3c_Sas_Immortal_Infantry,3c_persian_six,1300,260,heavy
3c_Sas_Assault_Tetreres,1,3c_Sas_Persian_Spearmen,3c_persian_four,600,120,medium
3c_Sas_Camel_Archers,0,3c_Sas_Camel_Archers,3c_pel_transport,450,90,medium
3c_Sas_Camel_Cataphracts,0,3c_Sas_Camel_Cataphracts,3c_pel_transport,1160,230,super_heavy
3c_Sas_Camel_Spearmen,0,3c_Sas_Camel_Spearmen,3c_pel_transport,400,80,medium
3c_Sas_Daylamite_Cavalry,0,3c_Sas_Daylamite_Cavalry,3c_pel_transport,740,150,medium
3c_Sas_Daylamite_Infantry,0,3c_Sas_Daylamite_Infantry,3c_pel_transport,700,140,medium
3c_Sas_Eastern_Horse_Archers,0,3c_Sas_Eastern_Horse_Archers,3c_pel_transport,420,85,light
3c_Sas_Eastern_Horse_Skirmishers,0,3c_Sas_Eastern_Horse_Skirmishers,3c_pel_transport,390,80,light
3c_Sas_Eastern_Scouts,0,3c_Sas_Eastern_Scouts,3c_pel_transport,360,70,light
3c_Sas_Elite_Savaran_Cavalry,0,3c_Sas_Elite_Savaran_Cavalry,3c_pel_transport,820,165,super_heavy
3c_Sas_Fire_Pot_Dieres,1,3c_Sas_Hamspah_Infantry,3c_persian_fire_pot_two,380,75,light
3c_Sas_Grivpanvar_Cataphracts,0,3c_Sas_Grivpanvar_Cataphracts,3c_pel_transport,1000,200,heavy
3c_Sas_Gyan_Avspar,0,3c_Sas_Gyan_Avspar,3c_pel_transport,1520,305,super_heavy
3c_Sas_Gyan_Avspar_commander,0,3c_Sas_Gyan_Avspar,3c_pel_transport,1520,305,super_heavy
3c_Sas_Hamspah_Infantry,0,3c_Sas_Hamspah_Infantry,3c_persian_transport,200,40,very_light
3c_Sas_Immortal_Infantry,0,3c_Sas_Immortal_Infantry,3c_pel_transport,880,175,heavy
3c_Sas_Immortal_Infantry_Guard,0,3c_Sas_Immortal_Infantry_Guard,3c_pel_transport,1400,280,very_heavy
3c_Sas_Immortal_Spear_Guard,0,3c_Sas_Immortal_Spear_Guard,3c_pel_transport,1360,270,very_heavy
3c_Sas_Immortal_Spears,0,3c_Sas_Immortal_Spears,3c_pel_transport,840,170,heavy
3c_Sas_Indian_War_Elephants,0,3c_Sas_Indian_War_Elephants,3c_pel_transport,1500,300,heavy
3c_Sas_Kurdish_Archers,0,3c_Sas_Kurdish_Archers,3c_pel_transport,640,130,light
3c_Sas_Light_Artillery_Penteres,1,3c_Eas_Ballista_Shp,3c_persian_ballista_five,630,125,medium
3c_Sas_Missile_Penteres,1,3c_Sas_Kurdish_Archers,3c_persian_five,1160,230,medium
3c_Sas_Missile_Penteres_commander,1,3c_Sas_Kurdish_Archers,3c_persian_five,1160,230,medium
3c_Sas_Missile_Trieres,1,3c_Sas_Anatolian_Slingers,3c_persian_three,670,135,light
3c_Sas_Persian_Horse_Archers,0,3c_Sas_Persian_Horse_Archers,3c_pel_transport,440,90,light
3c_Sas_Persian_Light_Infantry,0,3c_Sas_Persian_Light_Infantry,3c_pel_transport,280,55,light
3c_Sas_Persian_Skirmishers,0,3c_Sas_Persian_Skirmishers,3c_pel_transport,320,65,very_light
3c_Sas_Persian_Spearmen,0,3c_Sas_Persian_Spearmen,3c_pel_transport,300,60,light
3c_Sas_Pursuit_Trihemiolia,1,3c_Sas_Persian_Skirmishers,3c_persian_two_halfer,520,105,light
3c_Sas_Pushtighban_Cataphracts,0,3c_Sas_Pushtighban_Cataphracts,3c_pel_transport,1140,230,super_heavy
3c_Sas_Raiding_Hemiolia,1,3c_Sas_Persian_Skirmishers,3c_persian_one_halfer,450,90,light
3c_Sas_Royal_Archers,0,3c_Sas_Royal_Archers,3c_pel_transport,680,135,medium
3c_Sas_Royal_Sassanian_Archers,0,3c_Sas_Royal_Sassanian_Archers,3c_pel_transport,720,145,heavy
3c_Sas_Royal_Sassanian_Archers_commander,0,3c_Sas_Royal_Sassanian_Archers,3c_pel_transport,720,145,heavy
3c_Sas_Sassanian_Levy_Spearmen,0,3c_Sas_Sassanian_Levy_Spearmen,3c_pel_transport,240,50,very_light
3c_Sas_Savaran_Cataphracts,0,3c_Sas_Savaran_Cataphracts,3c_pel_transport,820,165,heavy
3c_Sas_Savaran_Cavalry,0,3c_Sas_Savaran_Cavalry,3c_pel_transport,760,120,heavy
3c_Sas_Scorpion_Penteres,1,3c_Sas_Kurdish_Archers,3c_persian_double_scorpio_five,1460,290,medium
3c_Sas_Scorpion_Trieres,1,3c_Sas_Anatolian_Slingers,3c_persian_scorpio_three,990,200,light
3c_Sas_Tower_Hexeres,1,3c_Sas_Immortal_Spears,3c_persian_six,1520,305,heavy
3c_Sas_Tower_Penteres,1,3c_Sas_Kurdish_Archers,3c_persian_lft_five,1480,300,medium
3c_Sas_Zhayedan_Immortals,0,3c_Sas_Zhayedan_Immortals,3c_pel_transport,1280,255,super_heavy
3c_Sas_Zhayedan_Immortals_commander,0,3c_Sas_Zhayedan_Immortals,3c_pel_transport,1280,255,super_heavy
3c_Sax_Assault_Raider,1,3c_Sax_Saxon_Raiders,3c_barbarian_raider_melee,410,80,light
3c_Sax_Assault_Raider_Geoguth,1,3c_Sax_Geoguth_Warriors,3c_barbarian_raider_melee,430,85,light
3c_Sax_Duguth_Spearmen,0,3c_Sax_Duguth_Spearmen,3c_barbarian_transport,720,145,heavy
3c_Sax_Duguth_Swordsmen,0,3c_Sax_Duguth_Swordsmen,3c_barbarian_transport,700,140,heavy
3c_Sax_Elite_Saxon_Javelinmen,0,3c_Sax_Elite_Saxon_Javelinmen,3c_barbarian_transport,590,120,medium
3c_Sax_Gedriht_Spearmen,0,3c_Sax_Gedriht_Spearmen,3c_barbarian_transport,1250,250,very_heavy
3c_Sax_Gedriht_Spearmen_commander,0,3c_Sax_Gedriht_Spearmen,3c_barbarian_transport,1250,250,very_heavy
3c_Sax_Gedriht_Swordsmen,0,3c_Sax_Gedriht_Swordsmen,3c_barbarian_transport,1310,260,very_heavy
3c_Sax_Gedriht_Swordsmen_commander,0,3c_Sax_Gedriht_Swordsmen,3c_barbarian_transport,1310,260,very_heavy
3c_Sax_Geoguth_Spearmen,0,3c_Sax_Geoguth_Spearmen,3c_barbarian_transport,510,100,very_light
3c_Sax_Geoguth_Warriors,0,3c_Sax_Geoguth_Warriors,3c_barbarian_transport,400,80,light
3c_Sax_Germanic_Archers,0,3c_Sax_Germanic_Archers,3c_barbarian_transport,430,85,light
3c_Sax_Heavy_Assault_Raider,1,3c_Ger_Armoured_Germanic_Swordsmen,3c_barbarian_heavy_raider,1050,210,heavy
3c_Sax_Heavy_Assault_Raider_Gedriht,1,3c_Sax_Gedriht_Swordsmen,3c_barbarian_heavy_raider,1600,320,heavy
3c_Sax_Heavy_Assault_Raider_commander,1,3c_Ger_Armoured_Germanic_Swordsmen,3c_barbarian_heavy_raider,1050,210,heavy
3c_Sax_Medium_Assault_Raider,1,3c_Ger_Germanic_Axe_Warriors,3c_barbarian_medium_raider_melee,600,120,medium
3c_Sax_Medium_Assault_Raider_Duguth,1,3c_Sax_Duguth_Spearmen,3c_barbarian_medium_raider_melee,760,150,medium
3c_Sax_Medium_Germanic_Raider,1,3c_Ger_Germanic_Hunters,3c_barbarian_medium_raider_ranged,550,110,medium
3c_Sax_Medium_Missile_Raider,1,3c_Sax_Saxon_Bows,3c_barbarian_medium_raider_ranged,620,125,medium
3c_Sax_Medium_Missile_Raider_commander,1,3c_Sax_Saxon_Bows,3c_barbarian_medium_raider_ranged,620,125,medium
3c_Sax_Missile_Raider,1,3c_Ger_Germanic_Hurlers,3c_barbarian_raider_ranged,460,90,light
3c_Sax_Noble_Saxon_Cavalry,0,3c_Sax_Noble_Saxon_Cavalry,3c_barbarian_transport,1300,260,very_heavy
3c_Sax_Noble_Saxon_Cavalry_commander,0,3c_Sax_Noble_Saxon_Cavalry,3c_barbarian_transport,1300,260,very_heavy
3c_Sax_Saxon_Bows,0,3c_Sax_Saxon_Bows,3c_barbarian_transport,300,60,very_light
3c_Sax_Saxon_Mounted_Warband,0,3c_Sax_Saxon_Mounted_Warband,3c_barbarian_transport,410,80,medium
3c_Sax_Saxon_Raiders,0,3c_Sax_Saxon_Raiders,3c_barbarian_transport,380,75,medium
3c_Ste_Assault_Raider,1,3c_Ste_Steppe_Warriors,3c_barbarian_raider_melee,290,60,light
3c_Ste_Ballista,0,3c_Ste_Ballista,3c_barbarian_transport_small,530,100,medium
3c_Ste_Ballista_Bastion,0,3c_Ste_Ballista_Bastion,3c_barbarian_transport_small,530,100,medium
3c_Ste_Medium_Assault_Raider,1,3c_Ste_Steppe_Warriors,3c_barbarian_medium_raider_melee,450,90,medium
3c_Ste_Missile_Raider,1,3c_Ste_Steppe_Slingers,3c_barbarian_raider_ranged,390,80,light
3c_Ste_Missile_Raider_commander,1,3c_Ste_Steppe_Slingers,3c_barbarian_raider_ranged,390,80,light
3c_Ste_Sarmatian_Horse_Archers,0,3c_Ste_Sarmatian_Horse_Archers,3c_barbarian_transport,360,70,light
3c_Ste_Sarmatian_Light_Cavalry,0,3c_Ste_Sarmatian_Light_Cavalry,3c_barbarian_transport,380,75,light
3c_Ste_Steppe_Cavalry,0,3c_Ste_Steppe_Cavalry,3c_barbarian_transport,620,125,heavy
3c_Ste_Steppe_Nobles,0,3c_Ste_Steppe_Nobles,3c_barbarian_transport,780,155,heavy
3c_Ste_Steppe_Nobles_commander,0,3c_Ste_Steppe_Nobles,3c_barbarian_transport,780,155,heavy
3c_Ste_Steppe_Slingers,0,3c_Ste_Steppe_Slingers,3c_barbarian_transport,260,50,very_light
3c_Ste_Steppe_Spearmen,0,3c_Ste_Steppe_Spearmen,3c_barbarian_transport,190,40,medium
3c_Ste_Steppe_War_Dogs,0,3c_Ste_Steppe_War_Dogs,3c_barbarian_transport_small,380,75,light
3c_Ste_Steppe_Warriors,0,3c_Ste_Steppe_Warriors,3c_barbarian_transport,270,50,medium
3c_Zenobia_Chariots,0,3c_Zenobia_Chariots,3c_pel_transport,1380,275,very_heavy
Aet_Cav,0,Aet_Cav,pel_transport,490,100,medium
Aet_Sword,0,Aet_Sword,pel_transport,420,80,medium
Aet_Sword_Six,1,Aet_Sword,egyptian_six,1180,236,heavy
Afr_Archers,0,Afr_Archers,pel_transport,290,70,very_light
Afr_Archers_Five,1,Afr_Archers,egyptian_five,810,162,medium
Afr_Archers_Five_Lft_Bow,1,Afr_Archers,egyptian_lft_five,1010,202,medium
Afr_Ballista,0,Afr_Ballista,pel_transport,560,110,medium
Afr_Ballista_Bastion,0,Afr_Ballista_Bastion,pel_transport,560,110,medium
Afr_Ballista_Five,1,Afr_Ballista_Shp,egyptian_ballista_five,640,128,medium
Afr_Chariot_Raiders,0,Afr_Chariot_Raiders,pel_transport,850,150,medium
Afr_Cheiroballistra,0,Afr_Cheiroballistra,pel_transport,520,100,light
Afr_Elephants,0,Afr_Elephants,pel_transport,1400,180,heavy
Afr_Giant_Ballista,0,Afr_Giant_Ballista,pel_transport,730,150,medium
Afr_Javelinmen,0,Afr_Javelinmen,pel_transport,280,80,very_light
Afr_Javelinmen_One_Halfer,1,Afr_Javelinmen,egyptian_one_halfer,380,76,light
Afr_Javelinmen_Two_Halfer,1,Afr_Javelinmen,egyptian_two_halfer,500,100,light
Afr_Large_Onager,0,Afr_Large_Onager,pel_transport,790,160,medium
Afr_Large_Shield_Warriors,0,Afr_Large_Shield_Warriors,pel_transport,540,100,medium
Afr_Levy_Spear,0,Afr_Levy_Spear,pel_transport,190,60,medium
Afr_Numidian_Cav,0,Afr_Numidian_Cav,pel_transport,550,100,light
Afr_Numidian_Noble_Cav,0,Afr_Numidian_Noble_Cav,pel_transport,1200,200,heavy
Afr_Onager,0,Afr_Onager,pel_transport,580,120,medium
Afr_Onager_Bastion,0,Afr_Onager_Bastion,pel_transport,580,120,medium
Afr_Onager_Five,1,Afr_Onager_Shp,egyptian_onager_five,760,152,medium
Afr_Scorpion,0,Afr_Scorpion,pel_transport,490,100,medium
Afr_Scorpion_Bastion,0,Afr_Scorpion_Bastion,pel_transport,490,100,medium
Afr_Skirm_Cav,0,Afr_Skirm_Cav,pel_transport,380,80,light
Afr_Slingers_Three,1,Afr_Tribal_Slingers,egyptian_three,520,104,light
Afr_Slingers_Three_Scorpio,1,Afr_Tribal_Slingers,egyptian_scorpio_three,620,124,light
Afr_Spear_Two,1,Afr_Levy_Spear,egyptian_two,310,62,light
Afr_Spear_Two_Fire_Pots,1,Afr_Levy_Spear,egyptian_fire_pot_two,360,72,light
Afr_Tribal_Slingers,0,Afr_Tribal_Slingers,pel_transport,270,70,very_light
Afr_Tribesmen,0,Afr_Tribesmen,pel_transport,190,70,very_light
Afr_War_Elephants,0,Afr_War_Elephants,pel_transport,1600,200,heavy
Afr_Warriors_Six,1,Afr_Large_Shield_Warriors,egyptian_six,1120,224,heavy
Ara_Camel_Archers,0,Ara_Camel_Archers,pel_transport,450,90,medium
Ara_Camel_Spear,0,Ara_Camel_Spear,pel_transport,400,90,medium
Ara_Cav,0,Ara_Cav,pel_transport,480,100,medium
Ara_Levy_Skirm,0,Ara_Levy_Skirm,pel_transport,280,80,very_light
Ara_Levy_Spear,0,Ara_Levy_Spear,pel_transport,200,70,medium
Ara_Noble_Sword,0,Ara_Noble_Sword,pel_transport,780,160,heavy
Ara_Skirm_Thee,1,Ara_Levy_Skirm,persian_three,470,94,light
Ara_Skirm_Three_Scorpio,1,Ara_Levy_Skirm,persian_scorpio_three,710,142,light
Ara_Slingers,0,Ara_Slingers,pel_transport,260,70,very_light
Ara_Slingers_Five,1,Ara_Slingers,persian_five,840,168,medium
Ara_Slingers_Five_Dbl_Scorpio,1,Ara_Slingers,persian_double_scorpio_five,1040,208,medium
