land_unit_id,onscreen_name,accuracy,ammo,armour_id,bonus_hit_points,category,charge_bonus,melee_attack,melee_defence,morale,melee_weapon_id,range_weapon_id,reload,shield_id
3c_Mer_Rhodian_Slingers,Mercenary Rhodian Slingers,5,25,light_padded,15,inf_ranged,6,12,14,55,rome_shortsword,rome_sling_lead,28,small_bronze
3c_Mer_Sabean_Archers,Mercenary Sabean Archers,5,15,cloth,5,inf_ranged,3,8,12,25,rome_shortsword,rome_bow,13,none
3c_Mer_Sabean_Cavalry,Mercenary Sabean Cavalry,5,2,cloth,15,cavalry,28,46,10,40,rome_generic_sword_cav,rome_javelin_precursor,0,caetra_cavalry
3c_Mer_Sabean_Javelinmen,Mercenary Sabean Javelinmen,5,7,cloth,10,inf_ranged,4,10,13,45,rome_shortsword,rome_javelin,23,pelta
3c_Mer_Sabean_Spearmen,Mercenary Sabean Spearmen,5,0,cloth,5,inf_melee,11,13,24,35,rome_spear,,0,tower
3c_Mer_Sarmatian_Horse_Archers,Mercenary Sarmatian Horse Archers,5,13,cloth,10,cavalry,4,9,13,30,rome_shortsword,rome_composite_bow_horse,18,none
3c_Mer_Sarmatian_Light_Cavalry,Mercenary Sarmatian Light Cavalry,5,0,cloth,10,cavalry,35,39,11,45,rome_celtic_spear_cav,,0,caetra_fast_cav
3c_Mer_Scutarii_Cavalry,Mercenary Scutarii Cavalry,5,0,chest,15,cavalry,37,42,24,55,rome_spear_cav,,0,cavalry
3c_Mer_Slingers,Mercenary Slingers,5,25,cloth,5,inf_ranged,3,8,12,25,rome_shortsword,rome_sling,13,small_bronze
3c_Mer_Spear_Infantry,Mercenary Spear Infantry,5,0,mail,10,inf_melee,15,18,30,45,rome_spear,,0,oval
3c_Mer_Steppe_Cavalry,Mercenary Steppe Cavalry,5,0,scale,15,cavalry,38,48,17,55,rome_celtic_spear_cav,,0,germanic_cav
3c_Mer_Steppe_Slingers,Mercenary Steppe Slingers,5,25,cloth,5,inf_ranged,3,8,12,20,rome_shortsword,rome_sling_improved,13,pelta
3c_Mer_Swordsmen,Mercenary Swordsmen,5,2,chest,10,inf_melee,10,34,20,40,rome_gladius,rome_javelin_precursor,0,thureos
3c_Mer_Syrian_Archers,Mercenary Syrian Archers,5,15,scale,15,inf_ranged,4,10,13,40,rome_shortsword,rome_recurve_bow_elite,23,none
3c_Mer_Syrian_Armoured_Elephants,Mercenary Syrian Armoured Elephants,5,7,leather,15,elephants,44,64,24,60,tusks,rome_javelin_elephant,15,none
3c_Mer_Thracian_Horse_Skirmishers,Mercenary Thracian Horse Skirmishers,5,7,cloth,10,cavalry,10,14,13,35,rome_shortsword,rome_javelin,18,cavalry
3c_Mer_Thracian_Light_Cavalry,Mercenary Thracian Light Cavalry,5,0,cloth,10,cavalry,33,39,11,45,rome_celtic_spear_cav,,0,caetra_fast_cav
3c_Mer_Thracian_Slingers,Mercenary Thracian Slingers,5,25,cloth,5,inf_ranged,3,12,12,25,rome_shortsword,rome_sling,13,pelta
3c_Mer_Thracian_Warriors,Mercenary Thracian Warriors,5,0,cloth,10,inf_melee,36,46,12,40,rome_rhomphaia,,0,thracian
3c_Num_Numidian_Cavalry,Numidian Cavalry,5,7,cloth,10,cavalry,10,18,14,55,rome_shortsword,rome_javelin_improved,28,pelta_cavalry
3c_Num_Numidian_Infantry,Numidian Infantry,5,0,cloth,5,inf_melee,11,13,24,30,rome_spear_anti_cav,,0,caetra
3c_Num_Numidian_Javelinmen,Numidian Javelinmen,5,7,cloth,10,inf_ranged,4,10,13,45,rome_shortsword,rome_javelin,23,pelta
3c_Num_Numidian_Noble_Cavalry,Numidian Noble Cavalry,5,7,mail,25,cavalry,30,65,19,70,rome_kopis,rome_javelin_improved,20,pelta_cavalry
3c_Num_Numidian_Noble_Cavalry_comm,Numidian Noble Cavalry Bodyguard,5,7,mail,25,cavalry,30,65,19,70,rome_kopis,rome_javelin_improved,20,pelta_cavalry
3c_Num_Numidian_Slingers,Numidian Slingers,5,25,cloth,5,inf_ranged,3,8,12,25,rome_shortsword,rome_sling,13,pelta
3c_Num_Numidian_Slingers_comm,Numidian Slingers Bodyguard,5,25,cloth,5,inf_ranged,3,8,12,25,rome_shortsword,rome_sling,13,pelta
3c_Num_Numidian_Swordsmen,Numidian Swordsmen,5,2,padded,20,inf_melee,24,30,20,35,rome_hoplite_sword,rome_javelin_precursor,0,oval
3c_Pal_Armoured_Camels,Armoured Camels,5,0,scale,5,cavalry,35,36,22,60,rome_spear_anti_cav,,0,cavalry
3c_Pal_Armoured_Horse_Archers,Armoured Horse Archers,5,13,scale,15,cavalry,14,36,13,50,rome_shortsword,rome_recurve_bow_horse,23,none
3c_Pal_Armoured_Pikemen,Armoured Pikemen,5,0,scale,15,inf_melee,9,39,23,60,rome_pike,,0,pikemen
3c_Pal_Armoured_Swordsmen,Armoured Swordsmen,5,2,scale,15,inf_melee,32,38,30,45,rome_celtic_hellenic_sword_elite,rome_javelin_precursor,0,round
3c_Pal_Camel_Spearmen,Camel Spearmen,5,0,padded,5,cavalry,25,28,10,40,rome_spear_cav,,0,caetra_cavalry
3c_Pal_Hamian_Archers,Hamian Archers,5,15,scale,15,inf_ranged,18,28,32,50,rome_spear_anti_cav,rome_composite_bow_elite,23,none
3c_Pal_Hamian_Archers_comm,Hamian Archers Bodyguard,5,15,scale,15,inf_ranged,18,28,32,50,rome_spear_anti_cav,rome_composite_bow_elite,23,none
3c_Pal_Heavy_Palmyrene_Skirmishers,Heavy Palmyrene Skirmishers,5,10,scale,15,inf_ranged,12,28,16,60,rome_gladius,rome_javelin_improved,23,peltast_thureos
3c_Pal_Hillmen,Hillmen,5,2,cloth,5,inf_melee,12,25,11,30,rome_eastern_axe,rome_javelin_precursor,0,pelta
3c_Pal_Imperial_Palmyrene_Cataphracts,Imperial Palmyrene Cataphracts,5,0,cataphract_elite,20,cavalry,80,48,22,60,rome_lance_elite,,0,none
3c_Pal_Imperial_Palmyrene_Cataphracts_comm,Imperial Cataphracts Bodyguard,5,0,cataphract_elite,20,cavalry,80,48,22,60,rome_lance_elite,,0,none
3c_Pal_Imperial_Pikemen,Imperial Pikemen,5,0,scale_elite,20,inf_melee,13,49,33,70,rome_pike_elite,,0,pikemen
3c_Pal_Imperial_Pikemen_comm,Imperial Pikemen Bodyguard,5,0,scale_elite,20,inf_melee,13,49,33,70,rome_pike_elite,,0,pikemen
3c_Pal_Palmyrene_Cataphracts,Palmyrene Cataphracts,5,0,cataphract,15,cavalry,70,38,21,60,rome_lance,,0,small_round
3c_Pal_Palmyrene_Cohors,Palmyrene Cohors,5,2,scale,15,inf_melee,16,42,25,55,rome_spear,rome_pilum_heavy,0,oval
3c_Pal_Palmyrene_Lanciarii,Palmyrene Lanciarii,5,0,spolas,10,cavalry,52,36,16,35,rome_lance,,0,none
3c_Pal_Palmyrene_Legionaries,Palmyrene Legionaries,5,2,scale,15,inf_melee,18,50,28,65,rome_spear_anti_cav,rome_pilum_heavy,0,oval
3c_Pal_Palmyrene_Legionaries_comm,Palmyrene Legionaries Bodyguard,5,2,scale,15,inf_melee,18,50,28,65,rome_spear_anti_cav,rome_pilum_heavy,0,oval
3c_Pal_Palmyrene_Legionary_Cavalry,Palmyrene Legionary Cavalry,5,0,scale,15,cavalry,26,30,10,45,rome_spear_cav,,0,cavalry
3c_Pal_Palmyrene_Palace_Guard,Palmyrene Palace Guard,5,2,segmentata,20,inf_melee,22,60,34,70,rome_spear_elite,rome_pilum_heavy,0,scutum_marian
3c_Pal_Palmyrene_Palace_Guard_comm,Palmyrene Palace Guard Bodyguard,5,2,segmentata,20,inf_melee,22,60,34,70,rome_spear_elite,rome_pilum_heavy,0,scutum_marian
3c_Pal_Palmyrene_Skirmishers,Palmyrene Skirmishers,5,7,cloth,5,inf_ranged,3,8,12,30,rome_shortsword,rome_javelin,13,pelta
3c_Pal_Palmyrene_Spearmen,Palmyrene Spearmen,5,2,spolas,10,inf_melee,26,24,30,50,rome_spear,rome_javelin_light_nonprecursor,0,thureos
3c_Pal_Palmyrene_Spearmen_comm,Palmyrene Spearmen Bodyguard,5,2,spolas,10,inf_melee,26,24,30,50,rome_spear,rome_javelin_light_nonprecursor,0,thureos
3c_Pal_Peltasts,Peltasts,5,7,spolas,10,inf_ranged,10,18,15,40,rome_shortsword,rome_javelin,18,peltast_thureos
3c_Pal_Scythed_Chariots,Scythed Chariots,5,0,scale_elite,15,cavalry,45,54,29,65,rome_gladius,,0,none
3c_Pal_Scythed_Chariots_comm,Scythed Chariots Bodyguard,5,0,scale_elite,15,cavalry,45,54,29,65,rome_gladius,,0,none
3c_Pal_Veteran_Palmyrene_Legionaries,Veteran Palmyrene Legionaries,5,2,scale_elite,20,inf_melee,22,58,32,70,rome_spear_elite,rome_pilum_heavy,0,scutum_marian
3c_Per_Persian_Archers,Persian Archers,5,15,cloth,10,inf_ranged,4,9,13,30,rome_shortsword,rome_recurve_bow,18,none
3c_Per_Persian_Armoured_Cavalry,Persian Armoured Cavalry,5,0,mail,15,cavalry,24,36,12,50,rome_generic_sword_cav,,0,cavalry
3c_Per_Persian_Cataphracts,Persian Cataphracts,5,0,cataphract,15,cavalry,67,40,17,65,rome_lance,,0,none
3c_Per_Persian_Cataphracts_comm,Persian Cataphracts Bodyguard,5,0,cataphract,15,cavalry,67,40,17,65,rome_lance,,0,none
3c_Per_Persian_Cavalry,Persian Cavalry,5,0,padded,15,cavalry,29,45,18,40,rome_spear_cav,,0,cavalry
3c_Per_Persian_Horse_Archers,Persian Horse Archers,5,13,cloth,15,cavalry,4,10,13,40,rome_shortsword,rome_composite_bow_horse,23,none
3c_Per_Persian_Horse_Skirmishers,Persian Horse Skirmishers,5,7,cloth,10,cavalry,4,9,16,45,rome_shortsword,rome_javelin_improved,18,pelta_cavalry
3c_Per_Persian_Levy,Persian Levy,5,2,padded,5,inf_melee,8,14,14,25,rome_shortsword,rome_javelin_precursor,0,thureos
3c_Per_Persian_Light_Infantry,Persian Light Infantry,0,0,cloth,10,inf_melee,15,20,22,35,rome_eastern_sword,,0,round
3c_Per_Persian_Nobles,Persian Nobles,5,0,scale,15,cavalry,34,46,15,55,rome_spear_cav_elite,,0,cavalry
3c_Per_Persian_Nobles_comm,Persian Nobles Bodyguard,5,0,scale,15,cavalry,34,46,15,55,rome_spear_cav_elite,,0,cavalry
3c_Per_Persian_Skirmishers,Persian Skirmishers,5,7,cloth,5,inf_ranged,3,8,12,20,rome_shortsword,rome_javelin,13,small_round
3c_Per_Persian_Slingers,Persian Slingers,5,25,cloth,5,inf_ranged,3,12,12,25,rome_shortsword,rome_sling,13,pelta
3c_Per_Persian_Spearmen,Persian Spearmen,5,0,padded,5,inf_melee,11,13,24,35,rome_spear,,0,tower
3c_Per_Persian_Swordsmen,Persian Swordsmen,5,2,mail,10,inf_melee,28,32,22,35,rome_eastern_sword,rome_javelin_precursor,0,thureos
3c_Per_Persian_Swordsmen_comm,Persian Swordsmen Bodyguard,5,2,mail,10,inf_melee,28,32,22,35,rome_eastern_sword,rome_javelin_precursor,0,thureos
3c_Rom_Armoured_Archers,Armoured Archers,5,15,mail,15,inf_ranged,18,28,32,50,rome_spear_anti_cav,rome_recurve_bow_elite,23,none
3c_Rom_Armoured_Horse_Skirmishers,Armoured Horse Skirmishers,5,7,mail,10,cavalry,10,14,13,40,rome_shortsword,rome_javelin,18,cavalry
3c_Rom_Balearic_Slingers,Balearic Slingers,5,25,cloth,10,inf_ranged,4,10,13,45,rome_shortsword,rome_sling_lead,23,celtic_round
3c_Rom_Balearic_Slingers_comm,Balearic Slingers Bodyguard,5,25,cloth,10,inf_ranged,4,10,13,45,rome_shortsword,rome_sling_lead,23,celtic_round
3c_Rom_Ballista,Roman Ballista,5,15,mail,5,artillery,6,9,14,40,rome_shortsword,,4,none
3c_Rom_Ballista_Bastion,Roman Bastion Ballista,5,25,mail,0,artillery,6,9,14,40,rome_shortsword,,20,none
3c_Rom_Ballista_Shp,Roman Ballista (Ship),40,1,mail,5,artillery,6,9,14,40,rome_shortsword,,4,none
3c_Rom_Beehive_Onager,Roman Beehive Onager,5,15,mail,5,artillery,6,9,14,40,rome_shortsword,,4,none
3c_Rom_Cheiroballistra,Roman Scorpion,5,40,mail,5,artillery,6,9,14,40,rome_shortsword,,4,none
3c_Rom_Cohors,Cohors,5,2,mail,15,inf_melee,14,47,23,50,rome_spatha,rome_pilum_heavy,0,oval
3c_Rom_Equites,Equites,5,0,mail,10,cavalry,29,33,12,40,rome_spear_cav,,0,cavalry
3c_Rom_Equites_Catafractarii,Equites Catafractarii,5,0,cataphract,15,cavalry,67,40,22,60,rome_lance,,0,small_round
3c_Rom_Equites_Catafractarii_comm,Equites Catafractarii Bodyguard,5,0,cataphract,15,cavalry,67,40,22,60,rome_lance,,0,small_round
3c_Rom_Equites_Dalmatarum,Equites Dalmatarum,5,2,cloth,10,cavalry,25,30,12,40,rome_spear_cav,rome_javelin_precursor,0,cavalry
3c_Rom_Equites_Promoti,Equites Promoti,5,0,chest,10,cavalry,34,38,17,50,rome_spear_cav,,0,cavalry
3c_Rom_Equites_Scutarii,Equites Scutarii,5,2,bronze,20,cavalry,33,69,10,70,rome_gladius_elite_Cav,rome_javelin_precursor,0,scutum_imperial
3c_Rom_Equites_Scutarii_comm,Equites Scutarii Bodyguard,5,2,bronze,20,cavalry,33,69,10,70,rome_gladius_elite_Cav,rome_javelin_precursor,0,scutum_imperial
3c_Rom_Evocati_Cohort,Evocati Cohort,5,2,segmentata,15,inf_melee,15,61,23,60,rome_gladius_imperial,rome_pilum_heavy,0,scutum_imperial
3c_Rom_Evocati_Cohort_comm,Evocati Cohort Bodyguard,5,2,segmentata,15,inf_melee,15,61,23,60,rome_gladius_imperial,rome_pilum_heavy,0,scutum_imperial
3c_Rom_Giant_Ballista,Roman Giant Ballista,5,15,mail,5,artillery,6,9,14,40,rome_shortsword,,4,none
3c_Rom_Gladiators,Gladiators,5,0,none,25,inf_melee,22,67,25,50,rome_gladius_elite,,0,celtic_shock
3c_Rom_Herculianii,Herculianii,5,2,segmentata,20,inf_melee,19,65,30,70,rome_gladius_elite,rome_pilum_heavy,0,oval
3c_Rom_Horse_Archers,Horse Archers,5,13,cloth,15,cavalry,4,10,12,40,rome_shortsword,rome_composite_bow_horse,23,none
3c_Rom_Jovianii,Jovianii,5,2,segmentata,20,inf_melee,19,65,30,70,rome_gladius_elite,rome_pilum_heavy,0,oval
3c_Rom_Large_Onager,Roman Heavy Onager,5,15,mail,5,artillery,6,9,14,40,rome_shortsword,,4,none
3c_Rom_Light_Roman_Skirmishers,Light Roman Skirmishers,5,7,cloth,5,inf_ranged,3,8,12,30,rome_shortsword,rome_javelin,13,pelta
3c_Rom_Onager,Roman Onager,5,15,mail,5,artillery,6,9,14,40,rome_shortsword,,4,none
3c_Rom_Onager_Bastion,Roman Bastion Onager,5,25,mail,0,artillery,6,9,14,40,rome_shortsword,,20,none
3c_Rom_Onager_Shp,Roman Onager (Ship),5,15,mail,5,artillery,6,9,14,40,rome_shortsword,,4,none
3c_Rom_Pikemen,Pikemen,5,0,spolas,15,inf_melee,7,34,15,45,rome_pike,,0,pikemen
3c_Rom_Polybolos,Roman Polybolos,5,60,mail,5,artillery,6,9,14,35,rome_shortsword,,4,none
3c_Rom_Praetorian_Cavalry,Praetorian Cavalry,5,0,mail,20,cavalry,42,49,22,70,rome_spear_cav_elite,,0,cavalry
3c_Rom_Praetorian_Cavalry_comm,Praetorian Cavalry Bodyguard,5,0,mail,20,cavalry,42,49,22,70,rome_spear_cav_elite,,0,cavalry
3c_Rom_Praetorian_Guard,Praetorian Guard,5,2,mail_improved,20,inf_melee,19,65,30,60,rome_gladius_elite,rome_pilum_heavy,0,scutum_marian
3c_Rom_Roman_Legionaries,Roman Legionaries,5,2,mail_improved,15,inf_melee,15,59,23,60,rome_spatha,rome_pilum_heavy,0,oval
3c_Rom_Roman_Legionaries_comm,Roman Legionaries Bodyguard,5,2,mail_improved,15,inf_melee,15,59,23,60,rome_spatha,rome_pilum_heavy,0,oval
3c_Rom_Roman_Legionary_Cavalry,Roman Legionary Cavalry,5,0,mail,15,cavalry,29,33,10,45,rome_spear_cav,,0,cavalry
3c_Rom_Roman_Legionary_Cavalry_comm,Roman Legionary Cavalry Bodyguard,5,0,mail,15,cavalry,29,33,10,45,rome_spear_cav,,0,cavalry
3c_Rom_Roman_Levies,Roman Levies,5,2,leather,10,inf_melee,14,36,20,40,rome_gladius,rome_pilum_light,0,scutum
3c_Rom_Scorpion_Bastion,Roman Bastion Scorpion,5,40,mail,0,artillery,6,9,14,40,rome_shortsword,,20,none
3c_Rom_Slingers,Slingers,5,25,cloth,5,inf_ranged,3,8,12,25,rome_shortsword,rome_sling,13,small_bronze
3c_Rom_Spear_Gladiators,Spear Gladiators,5,0,none,20,inf_melee,28,45,35,50,rome_spear_elite,,0,celtic_shock
3c_Rom_Vigiles,Vigiles,5,0,cloth,5,inf_melee,11,13,24,30,rome_spear,,0,scutum
3c_Rom_Vigiles_comm,Vigiles Bodyguard,5,0,cloth,5,inf_melee,11,13,24,30,rome_spear,,0,scutum
3c_Rom_War_Dogs,War Dogs,5,0,cloth,5,inf_melee,20,21,30,35,rome_spear,,0,caetra
3c_Sab_Sabean_Archers,Sabean Archers,5,15,cloth,5,inf_ranged,3,8,12,25,rome_shortsword,rome_bow,13,none
3c_Sab_Sabean_Armoured_Spearmen,Sabean Armoured Spearmen,5,0,padded,10,inf_melee,18,23,32,45,rome_spear,,0,tower
3c_Sab_Sabean_Armoured_Spearmen_comm,Sabean Armoured Spearmen Bodyguard,5,0,padded,10,inf_melee,18,23,32,45,rome_spear,,0,tower
3c_Sab_Sabean_Cavalry,Sabean Cavalry,5,2,cloth,15,cavalry,28,46,10,40,rome_generic_sword_cav,rome_javelin_precursor,0,caetra_cavalry
3c_Sab_Sabean_Cavalry_comm,Sabean Cavalry Bodyguard,5,2,cloth,15,cavalry,28,46,10,40,rome_generic_sword_cav,rome_javelin_precursor,0,caetra_cavalry
3c_Sab_Sabean_Javelinmen,Sabean Javelinmen,5,7,cloth,10,inf_ranged,4,10,13,45,rome_shortsword,rome_javelin,23,pelta
3c_Sab_Sabean_Spearmen,Sabean Spearmen,5,0,cloth,5,inf_melee,11,13,24,35,rome_spear,,0,tower
3c_Sas_Anatolian_Slingers,Anatolian Slingers,5,25,light_padded,15,inf_ranged,6,10,13,55,rome_shortsword,rome_sling_lead,28,small_round
3c_Sas_Armoured_Camel_Archers,Armoured Camel Archers,0,13,mail,5,cavalry,8,16,15,40,rome_shortsword,rome_recurve_bow_horse,13,none
3c_Sas_Armoured_Indian_War_Elephants,Armoured Indian War Elephants,5,15,leather,15,elephants,44,64,24,60,tusks,rome_composite_bow_elephant,15,none
3c_Sas_Armoured_Indian_War_Elephants_comm,Armoured Indian War Elephants Bodyguard,5,15,leather,15,elephants,44,64,24,60,tusks,rome_composite_bow_elephant,15,none
3c_Sas_Camel_Archers,Camel Archers,5,13,cloth,5,cavalry,8,16,15,35,rome_shortsword,rome_recurve_bow_horse,13,none
3c_Sas_Camel_Cataphracts,Camel Cataphracts,5,0,cataphract,5,cavalry,71,44,19,65,rome_lance,,0,none
3c_Sas_Camel_Spearmen,Camel Spearmen,5,0,padded,5,cavalry,25,28,10,40,rome_spear_cav,,0,caetra_cavalry
3c_Sas_Daylamite_Cavalry,Daylamite Cavalry,5,2,mail,15,cavalry,24,36,12,50,rome_generic_sword_cav,rome_javelin_precursor,0,cavalry
3c_Sas_Daylamite_Infantry,Daylamite Infantry,5,2,mail,15,inf_melee,15,26,28,35,rome_celtic_hellenic_sword,rome_javelin_precursor,0,round
3c_Sas_Eastern_Horse_Archers,Eastern Horse Archers,5,13,cloth,10,cavalry,4,9,13,30,rome_shortsword,rome_recurve_bow_horse,18,none
3c_Sas_Eastern_Horse_Skirmishers,Eastern Horse Skirmishers,5,7,cloth,10,cavalry,4,9,13,30,rome_shortsword,rome_javelin_improved,18,pelta_cavalry
3c_Sas_Eastern_Scouts,Eastern Scouts,5,0,cloth,10,cavalry,29,35,11,35,rome_celtic_spear_cav,,0,caetra_fast_cav
3c_Sas_Elite_Savaran_Cavalry,Elite Savaran Cavalry,5,0,scale,15,cavalry,34,46,15,60,rome_spear_cav,,0,cavalry
3c_Sas_Grivpanvar_Cataphracts,Grivpanvar Cataphracts,5,0,cataphract,15,cavalry,57,40,16,50,rome_lance,,0,none
3c_Sas_Gyan_Avspar,Gyan-Avspar,5,0,cataphract_elite,20,cavalry,76,50,28,65,rome_lance_elite,,0,small_round
3c_Sas_Gyan_Avspar_comm,Gyan-Avspar Bodyguard,5,0,cataphract_elite,20,cavalry,76,50,28,65,rome_lance_elite,,0,small_round
3c_Sas_Hamspah_Infantry,Hamspah Infantry,0,0,cloth,5,inf_melee,15,15,20,20,rome_eastern_sword,,0,none
3c_Sas_Immortal_Infantry,Immortal Infantry,5,2,mail_improved,15,inf_melee,28,40,44,55,rome_celtic_hellenic_sword,rome_javelin_precursor,0,tower
3c_Sas_Immortal_Infantry_Guard,Immortal Infantry Guard,5,2,scale_elite,20,inf_melee,30,44,48,70,rome_celtic_hellenic_sword_elite,rome_javelin_precursor,0,tower
3c_Sas_Immortal_Infantry_comm,Immortal Infantry Bodyguard,5,2,mail_improved,15,inf_melee,28,40,44,55,rome_celtic_hellenic_sword,rome_javelin_precursor,0,tower
3c_Sas_Immortal_Spear_Guard,Immortal Spear Guard,5,0,scale_elite,20,inf_melee,30,44,48,70,rome_spear_elite,,0,tower
3c_Sas_Immortal_Spears,Immortal Spears,5,0,mail_improved,15,inf_melee,28,40,44,60,rome_spear,,0,tower
3c_Sas_Indian_War_Elephants,Indian War Elephants,5,15,leather,15,elephants,28,34,20,40,tusks,rome_composite_bow_elephant,13,none
3c_Sas_Kurdish_Archers,Kurdish Archers,5,15,mail,15,inf_ranged,11,20,28,50,rome_eastern_sword_elite,rome_composite_bow,23,none
3c_Sas_Kurdish_Archers_comm,Kurdish Archers Bodyguard,5,15,mail,15,inf_ranged,11,20,28,50,rome_eastern_sword_elite,rome_composite_bow,23,none
3c_Sas_Persian_Horse_Archers,Persian Horse Archers,5,13,cloth,15,cavalry,4,10,13,40,rome_shortsword,rome_composite_bow_horse,23,none
3c_Sas_Persian_Light_Infantry,Persian Light Infantry,0,0,cloth,10,inf_melee,15,20,22,35,rome_eastern_sword,,0,round
3c_Sas_Persian_Skirmishers,Persian Skirmishers,5,7,cloth,5,inf_ranged,3,8,12,20,rome_shortsword,rome_javelin,13,small_round
3c_Sas_Persian_Spearmen,Persian Spearmen,5,0,leather,5,inf_melee,18,20,32,40,rome_spear,,0,tower
3c_Sas_Pushtighban_Cataphracts,Pushtigban Cataphracts,5,0,cataphract,15,cavalry,67,40,22,60,rome_lance,,0,small_round
3c_Sas_Royal_Archers,Royal Archers,5,15,mail,15,inf_ranged,14,22,32,60,rome_eastern_sword_elite,rome_composite_bow_elite,23,none
3c_Sas_Royal_Sassanian_Archers,Royal Sassanian Archers,0,15,scale_elite,15,cavalry,22,39,19,55,rome_spear,rome_composite_bow_horse,13,none
3c_Sas_Royal_Sassanian_Archers_comm,Royal Sassanian Archers Bodyguard,0,15,scale_elite,15,cavalry,22,39,19,55,rome_spear,rome_composite_bow_horse,13,none
3c_Sas_Sassanian_Levy_Spearmen,Sassanian Levy Spearmen,5,0,cloth,5,inf_melee,11,13,24,30,rome_spear,,0,tower
3c_Sas_Savaran_Cataphracts,Savaran Cataphracts,5,0,mail_improved,15,cavalry,52,38,18,50,rome_lance,,0,none
3c_Sas_Savaran_Cavalry,Savaran Cavalry,5,0,scale,15,cavalry,34,40,15,50,rome_spear_cav,,0,cavalry
3c_Sas_Zhayedan_Immortals,Zhayedan Immortals,5,0,scale_elite,20,cavalry,43,49,23,70,rome_spear_cav_elite,,0,hoplite_cav
3c_Sas_Zhayedan_Immortals_comm,Zhayedan Immortals Bodyguard,5,0,scale_elite,20,cavalry,43,49,23,70,rome_spear_cav_elite,,0,hoplite_cav
3c_Sax_Duguth_Spearmen,Duguth Spearmen,5,2,mail,15,inf_melee,22,26,42,55,rome_celtic_spear,rome_javelin_precursor,0,celtic
3c_Sax_Duguth_Swordsmen,Duguth Swordsmen,5,2,mail,15,inf_melee,27,34,32,50,rome_celtic_longsword,rome_javelin_precursor,0,germanic_wood
3c_Sax_Elite_Saxon_Javelinmen,Elite Saxoni Javelinmen,5,10,mail,15,inf_ranged,12,28,16,60,rome_kopis,rome_javelin_improved,23,peltast_thureos
3c_Sax_Gedriht_Spearmen,Gedriht Spearmen,5,2,mail_improved,20,inf_melee,33,36,48,70,rome_celtic_spear_elite,rome_javelin_precursor,0,celtic
3c_Sax_Gedriht_Spearmen_comm,Gedriht Spearmen Bodyguard,5,2,mail_improved,20,inf_melee,33,36,48,70,rome_celtic_spear_elite,rome_javelin_precursor,0,celtic
3c_Sax_Gedriht_Swordsmen,Gedriht Swordsmen,5,2,mail_improved,20,inf_melee,35,48,39,60,rome_celtic_longsword_elite,rome_javelin_precursor,0,celtic
3c_Sax_Gedriht_Swordsmen_comm,Gedriht Swordsmen Bodyguard,5,2,mail_improved,20,inf_melee,35,48,39,60,rome_celtic_longsword_elite,rome_javelin_precursor,0,celtic
3c_Sax_Geoguth_Spearmen,Geoguth Spearmen,5,2,cloth,15,inf_melee,30,30,22,40,rome_celtic_spear_anti_cav,rome_javelin_precursor,0,celtic
3c_Sax_Geoguth_Warriors,Geoguth Warriors,5,0,cloth,10,inf_melee,32,30,25,45,rome_celtic_longsword_bonus_infantry,,0,germanic_shock
3c_Sax_Germanic_Archers,Germanic Archers,5,15,leather,5,inf_ranged,5,12,14,40,rome_shortsword,rome_bow_long,30,none
3c_Sax_Noble_Saxon_Cavalry,Noble Saxoni Cavalry,5,0,mail_improved,20,cavalry,46,50,25,70,rome_celtic_spear_cav_elite,,0,germanic_cav
3c_Sax_Noble_Saxon_Cavalry_comm,Noble Saxoni Cavalry Bodyguard,5,0,mail_improved,20,cavalry,46,50,25,70,rome_celtic_spear_cav_elite,,0,germanic_cav
3c_Sax_Saxon_Bows,Saxoni Bows,5,15,cloth,5,inf_ranged,3,9,13,30,rome_shortsword,rome_bow,13,none
3c_Sax_Saxon_Bows_comm,Saxoni Bows Bodyguard,5,15,cloth,5,inf_ranged,3,9,13,30,rome_shortsword,rome_bow,13,none
3c_Sax_Saxon_Mounted_Warband,Saxoni Mounted Warband,5,2,cloth,5,cavalry,30,38,12,45,rome_celtic_spear_cav,rome_javelin_precursor,0,germanic_cav
3c_Sax_Saxon_Raiders,Saxoni Raiders,5,2,leather,5,inf_melee,16,34,18,35,rome_celtic_axe,rome_javelin_precursor,0,round
3c_Ste_Ballista,Steppe Ballista,5,15,cloth,5,artillery,6,9,14,35,rome_shortsword,,4,none
3c_Ste_Ballista_Bastion,Steppe Bastion Ballista,5,25,cloth,0,artillery,6,9,14,35,rome_shortsword,,20,none
3c_Ste_Sarmatian_Horse_Archers,Sarmatian Horse Archers,5,13,cloth,10,cavalry,4,9,13,30,rome_shortsword,rome_composite_bow_horse,18,none
3c_Ste_Sarmatian_Light_Cavalry,Sarmatian Light Cavalry,5,0,cloth,10,cavalry,35,39,11,45,rome_celtic_spear_cav,,0,caetra_fast_cav
3c_Ste_Steppe_Cavalry,Steppe Cavalry,5,0,scale,15,cavalry,38,48,17,55,rome_celtic_spear_cav,,0,germanic_cav
3c_Ste_Steppe_Nobles,Steppe Nobles,5,0,scale,15,cavalry,76,46,21,60,rome_lance,,0,none
3c_Ste_Steppe_Nobles_comm,Steppe Nobles Bodyguard,5,0,scale,15,cavalry,76,46,21,60,rome_lance,,0,none
